"","X1","index","date","ID","FunSys","FunSys_item","EqGr","EqGr_no","ComGr_no","Unit","Label","MsureGr","MsureGr_lvl","Value"
"1159",1159,1159,2007-07-02 17:00:00,"MBH40CP100_XQ60","MBH",40,"CP","100_X","XQ60","barA","P AIR DESP OTC AP","P AIR DESP","AP1",23.1148717589028
"1160",1160,1160,2007-07-02 17:00:00,"MBH40CP100_XQ65","MBH",40,"CP","100_X","XQ65","barA","P TOT AIR DESO OTC AP","P TOT AIR DESO","AP1",23.0202278851944
"1161",1161,1161,2007-07-02 17:00:00,"MBH40CT001_XQ60","MBH",40,"CT","001_X","XQ60","degC","T AFTR HPCLR 1","T AFT HPCLR","HPCLR_1",340.163787291528
"1162",1162,1162,2007-07-02 17:00:00,"MBH40CT002_XQ60","MBH",40,"CT","002_X","XQ60","degC","T AFT HPCLR 2","T AFT HPCLR","HPCLR_2",339.974274528472
"1163",1163,1163,2007-07-02 17:00:00,"MBH40CT003_XQ60","MBH",40,"CT","003_X","XQ60","degC","T AFT HPCLR 3","T AFT HPCLR","HPCLR_3",340.028750059444
"1164",1164,1164,2007-07-02 17:00:00,"MBH40CT011_XQ60","MBH",40,"CT","011_X","XQ60","degC","T COOL AIR HP TRB DISK11 SCLD VAL","T COOL AIR HP TRB","DISK11",443.125121776111
"1165",1165,1165,2007-07-02 17:00:00,"MBH40CT012_XQ60","MBH",40,"CT","012_X","XQ60","degC","T COOL AIR HP TRB DISK12 SCLD VAL","T COOL AIR HP TRB","DISK12",442.995827188194
"1166",1166,1166,2007-07-02 17:00:00,"MBH40CT021_XQ60","MBH",40,"CT","021_X","XQ60","degC","T COMP 1 MBH40GD010","T COMP","MBH40GD010",31.6056184294722
"1167",1167,1167,2007-07-02 17:00:00,"MBH40CT022_XQ60","MBH",40,"CT","022_X","XQ60","degC","T COMP 2 MBH40GD010","T COMP","MBH40GD010",31.3095415244583
"1168",1168,1168,2007-07-02 17:00:00,"MBH40CT023_XQ60","MBH",40,"CT","023_X","XQ60","degC","T COMP 3 MBH40GD010","T COMP","MBH40GD010",31.2724102520556
"1169",1169,1169,2007-07-02 17:00:00,"MBH40CT031_XQ60","MBH",40,"CT","031_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT","End Face",369.55067660125
"1170",1170,1170,2007-07-02 17:00:00,"MBH40CT032_XQ60","MBH",40,"CT","032_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT","End Face",369.520793066944
"1171",1171,1171,2007-07-02 17:00:00,"MBH40FL001_XQ01","MBH",40,"FL","001_X","XQ01","m","L1 FDW HP OTC","FDW HP OTC","L1",12.6689894133194
"1172",1172,1172,2007-07-02 17:00:00,"MBH40FL002_XQ01","MBH",40,"FL","002_X","XQ01","m","L2 FDW HP OTC","FDW HP OTC","L2",12.6689894133194
"1173",1173,1173,2007-07-02 17:00:00,"MBH40FL901_XQ01","MBH",40,"FL","901_X","XQ01","m","L 2oo3 FDW HP OTC","FDW HP OTC","L2oo3",12.6550368799306
"1174",1174,1174,2007-07-02 17:00:00,"MBH50CT001_XQ60","MBH",50,"CT","001_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING","T1",114.658097300278
"1175",1175,1175,2007-07-02 17:00:00,"MBH50CT002_XQ60","MBH",50,"CT","002_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING","T1",114.012617672639
"1176",1176,1176,2007-07-02 17:00:00,"MBH50CT901_XJ60","MBH",50,"CT","901_X","XJ60","degC","T ARND BRG HOUSING","T BRG HOUSING","T3",114.658049160972
"1177",1177,1177,2007-07-02 18:00:00,"MBD21CY001_XQ60","MBD",21,"CY","001_X","XQ60","um","REL VIB SHAFT CPRSR R","REL VIB SHAFT CPRSR","R",29.0761119499306
"1178",1178,1178,2007-07-02 18:00:00,"MBD21CY002_XQ60","MBD",21,"CY","002_X","XQ60","um","REL VIB SHAFT CPRSR L","REL VIB SHAFT CPRSR","L",53.63079940475
"1179",1179,1179,2007-07-02 18:00:00,"MBD22CT002_XQ60","MBD",22,"CT","002_X","XQ60","degC","T THRUST BEAR SIDE 5H SCLD VAL","T THRUST BEAR","5H",76.018552652875
"1180",1180,1180,2007-07-02 18:00:00,"MBD22CT003_XQ60","MBD",22,"CT","003_X","XQ60","degC","T THRUST BEAR SIDE 8H SCLD VAL","T THRUST BEAR","8H",75.6102762432917
"1181",1181,1181,2007-07-02 18:00:00,"MBD22CT004_XQ60","MBD",22,"CT","004_X","XQ60","degC","T THRUST BEAR SIDE 11H SCLD VAL","T THRUST BEAR","11H",78.7321177588472
"1182",1182,1182,2007-07-02 18:00:00,"MBD22CT005_XQ60","MBD",22,"CT","005_X","XQ60","degC","T THRUST BEAR SIDE 2H SCLD VAL","T THRUST BEAR","2H",77.6000732423333
"1183",1183,1183,2007-07-02 18:00:00,"MBD22CT006_XQ60","MBD",22,"CT","006_X","XQ60","degC","T OPP THRUST BEAR 2H SCLD VAL","T OPP THRUST BEAR","2H",60.9679639975
"1184",1184,1184,2007-07-02 18:00:00,"MBD22CT007_XQ60","MBD",22,"CT","007_X","XQ60","degC","T OPP THRUST BEAR 5H SCLD VAL","T OPP THRUST BEAR","5H",61.5392421191806
"1185",1185,1185,2007-07-02 18:00:00,"MBH40CF100_XQ60","MBH",40,"CF","100_X","XQ60","mbar","F AIR DESP OTC AP","F AIR DESP OTC AP","AP1",199.729740967361
"1186",1186,1186,2007-07-02 18:00:00,"MBH40CP015_XQ60","MBH",40,"CP","015_X","XQ60","mbar","DP QW NOZ HP","DP QW NOZ HP","HP1",303.735045709583
"1187",1187,1187,2007-07-02 18:00:00,"MBH40CP100_XQ60","MBH",40,"CP","100_X","XQ60","barA","P AIR DESP OTC AP","P AIR DESP","AP1",22.2369892861944
"1188",1188,1188,2007-07-02 18:00:00,"MBH40CP100_XQ65","MBH",40,"CP","100_X","XQ65","barA","P TOT AIR DESO OTC AP","P TOT AIR DESO","AP1",22.1622386431111
"1189",1189,1189,2007-07-02 18:00:00,"MBH40CT001_XQ60","MBH",40,"CT","001_X","XQ60","degC","T AFTR HPCLR 1","T AFT HPCLR","HPCLR_1",340.141186144444
"1190",1190,1190,2007-07-02 18:00:00,"MBH40CT002_XQ60","MBH",40,"CT","002_X","XQ60","degC","T AFT HPCLR 2","T AFT HPCLR","HPCLR_2",339.945095485
"1191",1191,1191,2007-07-02 18:00:00,"MBH40CT003_XQ60","MBH",40,"CT","003_X","XQ60","degC","T AFT HPCLR 3","T AFT HPCLR","HPCLR_3",339.999783156806
"1192",1192,1192,2007-07-02 18:00:00,"MBH40CT011_XQ60","MBH",40,"CT","011_X","XQ60","degC","T COOL AIR HP TRB DISK11 SCLD VAL","T COOL AIR HP TRB","DISK11",441.829613241111
"1193",1193,1193,2007-07-02 18:00:00,"MBH40CT012_XQ60","MBH",40,"CT","012_X","XQ60","degC","T COOL AIR HP TRB DISK12 SCLD VAL","T COOL AIR HP TRB","DISK12",441.759820472917
"1194",1194,1194,2007-07-02 18:00:00,"MBH40CT021_XQ60","MBH",40,"CT","021_X","XQ60","degC","T COMP 1 MBH40GD010","T COMP","MBH40GD010",31.1116662581944
"1195",1195,1195,2007-07-02 18:00:00,"MBH40CT022_XQ60","MBH",40,"CT","022_X","XQ60","degC","T COMP 2 MBH40GD010","T COMP","MBH40GD010",30.9017825083611
"1196",1196,1196,2007-07-02 18:00:00,"MBH40CT023_XQ60","MBH",40,"CT","023_X","XQ60","degC","T COMP 3 MBH40GD010","T COMP","MBH40GD010",30.8388853798611
"1197",1197,1197,2007-07-02 18:00:00,"MBH40CT031_XQ60","MBH",40,"CT","031_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT","End Face",368.66878195875
"1198",1198,1198,2007-07-02 18:00:00,"MBH40CT032_XQ60","MBH",40,"CT","032_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT","End Face",368.609273147778
"1199",1199,1199,2007-07-02 18:00:00,"MBH40FL001_XQ01","MBH",40,"FL","001_X","XQ01","m","L1 FDW HP OTC","FDW HP OTC","L1",12.414083707
"1200",1200,1200,2007-07-02 18:00:00,"MBH40FL002_XQ01","MBH",40,"FL","002_X","XQ01","m","L2 FDW HP OTC","FDW HP OTC","L2",12.414083707
"1201",1201,1201,2007-07-02 18:00:00,"MBH40FL901_XQ01","MBH",40,"FL","901_X","XQ01","m","L 2oo3 FDW HP OTC","FDW HP OTC","L2oo3",12.4009682138056
"1202",1202,1202,2007-07-02 18:00:00,"MBH50CT001_XQ60","MBH",50,"CT","001_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING","T1",113.162626520694
"1203",1203,1203,2007-07-02 18:00:00,"MBH50CT002_XQ60","MBH",50,"CT","002_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING","T1",112.413979085972
"1204",1204,1204,2007-07-02 18:00:00,"MBH50CT901_XJ60","MBH",50,"CT","901_X","XJ60","degC","T ARND BRG HOUSING","T BRG HOUSING","T3",113.162626520694
"1205",1205,1205,2007-07-02 19:00:00,"MBD21CY001_XQ60","MBD",21,"CY","001_X","XQ60","um","REL VIB SHAFT CPRSR R","REL VIB SHAFT CPRSR","R",28.8115416104167
"1206",1206,1206,2007-07-02 19:00:00,"MBD21CY002_XQ60","MBD",21,"CY","002_X","XQ60","um","REL VIB SHAFT CPRSR L","REL VIB SHAFT CPRSR","L",53.1620073425833
"1207",1207,1207,2007-07-02 19:00:00,"MBD22CT002_XQ60","MBD",22,"CT","002_X","XQ60","degC","T THRUST BEAR SIDE 5H SCLD VAL","T THRUST BEAR","5H",76.6203183385
"1208",1208,1208,2007-07-02 19:00:00,"MBD22CT003_XQ60","MBD",22,"CT","003_X","XQ60","degC","T THRUST BEAR SIDE 8H SCLD VAL","T THRUST BEAR","8H",76.1843423311111
"1209",1209,1209,2007-07-02 19:00:00,"MBD22CT004_XQ60","MBD",22,"CT","004_X","XQ60","degC","T THRUST BEAR SIDE 11H SCLD VAL","T THRUST BEAR","11H",79.5398327085278
"1210",1210,1210,2007-07-02 19:00:00,"MBD22CT005_XQ60","MBD",22,"CT","005_X","XQ60","degC","T THRUST BEAR SIDE 2H SCLD VAL","T THRUST BEAR","2H",78.328441768125
"1211",1211,1211,2007-07-02 19:00:00,"MBD22CT006_XQ60","MBD",22,"CT","006_X","XQ60","degC","T OPP THRUST BEAR 2H SCLD VAL","T OPP THRUST BEAR","2H",60.7545669820556
"1212",1212,1212,2007-07-02 19:00:00,"MBD22CT007_XQ60","MBD",22,"CT","007_X","XQ60","degC","T OPP THRUST BEAR 5H SCLD VAL","T OPP THRUST BEAR","5H",61.0391780748611
"1213",1213,1213,2007-07-02 19:00:00,"MBH40CF100_XQ60","MBH",40,"CF","100_X","XQ60","mbar","F AIR DESP OTC AP","F AIR DESP OTC AP","AP1",208.256338439444
"1214",1214,1214,2007-07-02 19:00:00,"MBH40CP015_XQ60","MBH",40,"CP","015_X","XQ60","mbar","DP QW NOZ HP","DP QW NOZ HP","HP1",314.86475542125
"1215",1215,1215,2007-07-02 19:00:00,"MBH40CP100_XQ60","MBH",40,"CP","100_X","XQ60","barA","P AIR DESP OTC AP","P AIR DESP","AP1",23.4094549522917
"1216",1216,1216,2007-07-02 19:00:00,"MBH40CP100_XQ65","MBH",40,"CP","100_X","XQ65","barA","P TOT AIR DESO OTC AP","P TOT AIR DESO","AP1",23.3265911844722
"1217",1217,1217,2007-07-02 19:00:00,"MBH40CT001_XQ60","MBH",40,"CT","001_X","XQ60","degC","T AFTR HPCLR 1","T AFT HPCLR","HPCLR_1",340.173057936528
"1218",1218,1218,2007-07-02 19:00:00,"MBH40CT002_XQ60","MBH",40,"CT","002_X","XQ60","degC","T AFT HPCLR 2","T AFT HPCLR","HPCLR_2",339.931586202222
"1219",1219,1219,2007-07-02 19:00:00,"MBH40CT003_XQ60","MBH",40,"CT","003_X","XQ60","degC","T AFT HPCLR 3","T AFT HPCLR","HPCLR_3",339.995868130972
"1220",1220,1220,2007-07-02 19:00:00,"MBH40CT011_XQ60","MBH",40,"CT","011_X","XQ60","degC","T COOL AIR HP TRB DISK11 SCLD VAL","T COOL AIR HP TRB","DISK11",442.39745000125
"1221",1221,1221,2007-07-02 19:00:00,"MBH40CT012_XQ60","MBH",40,"CT","012_X","XQ60","degC","T COOL AIR HP TRB DISK12 SCLD VAL","T COOL AIR HP TRB","DISK12",442.324074088472
"1222",1222,1222,2007-07-02 19:00:00,"MBH40CT021_XQ60","MBH",40,"CT","021_X","XQ60","degC","T COMP 1 MBH40GD010","T COMP","MBH40GD010",30.9374596674861
"1223",1223,1223,2007-07-02 19:00:00,"MBH40CT022_XQ60","MBH",40,"CT","022_X","XQ60","degC","T COMP 2 MBH40GD010","T COMP","MBH40GD010",30.6577415761667
"1224",1224,1224,2007-07-02 19:00:00,"MBH40CT023_XQ60","MBH",40,"CT","023_X","XQ60","degC","T COMP 3 MBH40GD010","T COMP","MBH40GD010",30.602411425625
"1225",1225,1225,2007-07-02 19:00:00,"MBH40CT031_XQ60","MBH",40,"CT","031_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT","End Face",369.036320536667
"1226",1226,1226,2007-07-02 19:00:00,"MBH40CT032_XQ60","MBH",40,"CT","032_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT","End Face",368.9637562225
"1227",1227,1227,2007-07-02 19:00:00,"MBH40FL001_XQ01","MBH",40,"FL","001_X","XQ01","m","L1 FDW HP OTC","FDW HP OTC","L1",12.6366642064444
"1228",1228,1228,2007-07-02 19:00:00,"MBH40FL002_XQ01","MBH",40,"FL","002_X","XQ01","m","L2 FDW HP OTC","FDW HP OTC","L2",12.6366642064444
"1229",1229,1229,2007-07-02 19:00:00,"MBH40FL901_XQ01","MBH",40,"FL","901_X","XQ01","m","L 2oo3 FDW HP OTC","FDW HP OTC","L2oo3",12.6423064862778
"1230",1230,1230,2007-07-02 19:00:00,"MBH50CT001_XQ60","MBH",50,"CT","001_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING","T1",112.428209464306
"1231",1231,1231,2007-07-02 19:00:00,"MBH50CT002_XQ60","MBH",50,"CT","002_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING","T1",111.712743845278
"1232",1232,1232,2007-07-02 19:00:00,"MBH50CT901_XJ60","MBH",50,"CT","901_X","XJ60","degC","T ARND BRG HOUSING","T BRG HOUSING","T3",112.428447893472
"1233",1233,1233,2007-07-02 20:00:00,"MBD21CY001_XQ60","MBD",21,"CY","001_X","XQ60","um","REL VIB SHAFT CPRSR R","REL VIB SHAFT CPRSR","R",29.0489718304167
"1234",1234,1234,2007-07-02 20:00:00,"MBD21CY002_XQ60","MBD",21,"CY","002_X","XQ60","um","REL VIB SHAFT CPRSR L","REL VIB SHAFT CPRSR","L",53.6846203379444
"1235",1235,1235,2007-07-02 20:00:00,"MBD22CT002_XQ60","MBD",22,"CT","002_X","XQ60","degC","T THRUST BEAR SIDE 5H SCLD VAL","T THRUST BEAR","5H",78.0249603270695
"1236",1236,1236,2007-07-02 20:00:00,"MBD22CT003_XQ60","MBD",22,"CT","003_X","XQ60","degC","T THRUST BEAR SIDE 8H SCLD VAL","T THRUST BEAR","8H",77.5746770224861
"1237",1237,1237,2007-07-02 20:00:00,"MBD22CT004_XQ60","MBD",22,"CT","004_X","XQ60","degC","T THRUST BEAR SIDE 11H SCLD VAL","T THRUST BEAR","11H",81.0877618685
"1238",1238,1238,2007-07-02 20:00:00,"MBD22CT005_XQ60","MBD",22,"CT","005_X","XQ60","degC","T THRUST BEAR SIDE 2H SCLD VAL","T THRUST BEAR","2H",79.8377993372639
"1239",1239,1239,2007-07-02 20:00:00,"MBD22CT006_XQ60","MBD",22,"CT","006_X","XQ60","degC","T OPP THRUST BEAR 2H SCLD VAL","T OPP THRUST BEAR","2H",60.6782819427639
"1240",1240,1240,2007-07-02 20:00:00,"MBD22CT007_XQ60","MBD",22,"CT","007_X","XQ60","degC","T OPP THRUST BEAR 5H SCLD VAL","T OPP THRUST BEAR","5H",60.81078693075
"1241",1241,1241,2007-07-02 20:00:00,"MBH40CF100_XQ60","MBH",40,"CF","100_X","XQ60","mbar","F AIR DESP OTC AP","F AIR DESP OTC AP","AP1",217.328900169861
"1242",1242,1242,2007-07-02 20:00:00,"MBH40CP015_XQ60","MBH",40,"CP","015_X","XQ60","mbar","DP QW NOZ HP","DP QW NOZ HP","HP1",328.960574191944
"1243",1243,1243,2007-07-02 20:00:00,"MBH40CP100_XQ60","MBH",40,"CP","100_X","XQ60","barA","P AIR DESP OTC AP","P AIR DESP","AP1",24.6828267097222
"1244",1244,1244,2007-07-02 20:00:00,"MBH40CP100_XQ65","MBH",40,"CP","100_X","XQ65","barA","P TOT AIR DESO OTC AP","P TOT AIR DESO","AP1",24.5839492665139
"1245",1245,1245,2007-07-02 20:00:00,"MBH40CT001_XQ60","MBH",40,"CT","001_X","XQ60","degC","T AFTR HPCLR 1","T AFT HPCLR","HPCLR_1",340.104415597222
"1246",1246,1246,2007-07-02 20:00:00,"MBH40CT002_XQ60","MBH",40,"CT","002_X","XQ60","degC","T AFT HPCLR 2","T AFT HPCLR","HPCLR_2",339.909725060556
"1247",1247,1247,2007-07-02 20:00:00,"MBH40CT003_XQ60","MBH",40,"CT","003_X","XQ60","degC","T AFT HPCLR 3","T AFT HPCLR","HPCLR_3",339.984312947222
"1248",1248,1248,2007-07-02 20:00:00,"MBH40CT011_XQ60","MBH",40,"CT","011_X","XQ60","degC","T COOL AIR HP TRB DISK11 SCLD VAL","T COOL AIR HP TRB","DISK11",444.106434208194
"1249",1249,1249,2007-07-02 20:00:00,"MBH40CT012_XQ60","MBH",40,"CT","012_X","XQ60","degC","T COOL AIR HP TRB DISK12 SCLD VAL","T COOL AIR HP TRB","DISK12",444.027906799722
"1250",1250,1250,2007-07-02 20:00:00,"MBH40CT021_XQ60","MBH",40,"CT","021_X","XQ60","degC","T COMP 1 MBH40GD010","T COMP","MBH40GD010",30.5483681279583
"1251",1251,1251,2007-07-02 20:00:00,"MBH40CT022_XQ60","MBH",40,"CT","022_X","XQ60","degC","T COMP 2 MBH40GD010","T COMP","MBH40GD010",30.3521997625
"1252",1252,1252,2007-07-02 20:00:00,"MBH40CT023_XQ60","MBH",40,"CT","023_X","XQ60","degC","T COMP 3 MBH40GD010","T COMP","MBH40GD010",30.3128757092361
"1253",1253,1253,2007-07-02 20:00:00,"MBH40CT031_XQ60","MBH",40,"CT","031_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT","End Face",370.08779050875
"1254",1254,1254,2007-07-02 20:00:00,"MBH40CT032_XQ60","MBH",40,"CT","032_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT","End Face",370.050585427639
"1255",1255,1255,2007-07-02 20:00:00,"MBH40FL001_XQ01","MBH",40,"FL","001_X","XQ01","m","L1 FDW HP OTC","FDW HP OTC","L1",12.9640097538611
"1256",1256,1256,2007-07-02 20:00:00,"MBH40FL002_XQ01","MBH",40,"FL","002_X","XQ01","m","L2 FDW HP OTC","FDW HP OTC","L2",12.9640097538611
"1257",1257,1257,2007-07-02 20:00:00,"MBH40FL901_XQ01","MBH",40,"FL","901_X","XQ01","m","L 2oo3 FDW HP OTC","FDW HP OTC","L2oo3",12.9623690370278
"1258",1258,1258,2007-07-02 20:00:00,"MBH50CT001_XQ60","MBH",50,"CT","001_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING","T1",112.959585910139
"1259",1259,1259,2007-07-02 20:00:00,"MBH50CT002_XQ60","MBH",50,"CT","002_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING","T1",112.346672831389
"1260",1260,1260,2007-07-02 20:00:00,"MBH50CT901_XJ60","MBH",50,"CT","901_X","XJ60","degC","T ARND BRG HOUSING","T BRG HOUSING","T3",112.959360991806
"1261",1261,1261,2007-07-02 21:00:00,"MBD21CY001_XQ60","MBD",21,"CY","001_X","XQ60","um","REL VIB SHAFT CPRSR R","REL VIB SHAFT CPRSR","R",29.1571754268889
"1262",1262,1262,2007-07-02 21:00:00,"MBD21CY002_XQ60","MBD",21,"CY","002_X","XQ60","um","REL VIB SHAFT CPRSR L","REL VIB SHAFT CPRSR","L",54.7397807598056
"1263",1263,1263,2007-07-02 21:00:00,"MBD22CT002_XQ60","MBD",22,"CT","002_X","XQ60","degC","T THRUST BEAR SIDE 5H SCLD VAL","T THRUST BEAR","5H",79.6996087285972
"1264",1264,1264,2007-07-02 21:00:00,"MBD22CT003_XQ60","MBD",22,"CT","003_X","XQ60","degC","T THRUST BEAR SIDE 8H SCLD VAL","T THRUST BEAR","8H",79.2059826746111
"1265",1265,1265,2007-07-02 21:00:00,"MBD22CT004_XQ60","MBD",22,"CT","004_X","XQ60","degC","T THRUST BEAR SIDE 11H SCLD VAL","T THRUST BEAR","11H",82.6129366237917
"1266",1266,1266,2007-07-02 21:00:00,"MBD22CT005_XQ60","MBD",22,"CT","005_X","XQ60","degC","T THRUST BEAR SIDE 2H SCLD VAL","T THRUST BEAR","2H",81.4409762699722
"1267",1267,1267,2007-07-02 21:00:00,"MBD22CT006_XQ60","MBD",22,"CT","006_X","XQ60","degC","T OPP THRUST BEAR 2H SCLD VAL","T OPP THRUST BEAR","2H",60.7083739173333
"1268",1268,1268,2007-07-02 21:00:00,"MBD22CT007_XQ60","MBD",22,"CT","007_X","XQ60","degC","T OPP THRUST BEAR 5H SCLD VAL","T OPP THRUST BEAR","5H",60.9298469754722
"1269",1269,1269,2007-07-02 21:00:00,"MBH40CF100_XQ60","MBH",40,"CF","100_X","XQ60","mbar","F AIR DESP OTC AP","F AIR DESP OTC AP","AP1",227.93845081375
"1270",1270,1270,2007-07-02 21:00:00,"MBH40CP015_XQ60","MBH",40,"CP","015_X","XQ60","mbar","DP QW NOZ HP","DP QW NOZ HP","HP1",343.6936271675
"1271",1271,1271,2007-07-02 21:00:00,"MBH40CP100_XQ60","MBH",40,"CP","100_X","XQ60","barA","P AIR DESP OTC AP","P AIR DESP","AP1",26.208067253
"1272",1272,1272,2007-07-02 21:00:00,"MBH40CP100_XQ65","MBH",40,"CP","100_X","XQ65","barA","P TOT AIR DESO OTC AP","P TOT AIR DESO","AP1",26.1079671595694
"1273",1273,1273,2007-07-02 21:00:00,"MBH40CT001_XQ60","MBH",40,"CT","001_X","XQ60","degC","T AFTR HPCLR 1","T AFT HPCLR","HPCLR_1",340.119751695556
"1274",1274,1274,2007-07-02 21:00:00,"MBH40CT002_XQ60","MBH",40,"CT","002_X","XQ60","degC","T AFT HPCLR 2","T AFT HPCLR","HPCLR_2",339.917055892778
"1275",1275,1275,2007-07-02 21:00:00,"MBH40CT003_XQ60","MBH",40,"CT","003_X","XQ60","degC","T AFT HPCLR 3","T AFT HPCLR","HPCLR_3",339.986548867639
"1276",1276,1276,2007-07-02 21:00:00,"MBH40CT011_XQ60","MBH",40,"CT","011_X","XQ60","degC","T COOL AIR HP TRB DISK11 SCLD VAL","T COOL AIR HP TRB","DISK11",446.214822386944
"1277",1277,1277,2007-07-02 21:00:00,"MBH40CT012_XQ60","MBH",40,"CT","012_X","XQ60","degC","T COOL AIR HP TRB DISK12 SCLD VAL","T COOL AIR HP TRB","DISK12",446.163591555556
"1278",1278,1278,2007-07-02 21:00:00,"MBH40CT021_XQ60","MBH",40,"CT","021_X","XQ60","degC","T COMP 1 MBH40GD010","T COMP","MBH40GD010",30.39999962
"1279",1279,1279,2007-07-02 21:00:00,"MBH40CT022_XQ60","MBH",40,"CT","022_X","XQ60","degC","T COMP 2 MBH40GD010","T COMP","MBH40GD010",30.29999924
"1280",1280,1280,2007-07-02 21:00:00,"MBH40CT023_XQ60","MBH",40,"CT","023_X","XQ60","degC","T COMP 3 MBH40GD010","T COMP","MBH40GD010",30.2028837520972
"1281",1281,1281,2007-07-02 21:00:00,"MBH40CT031_XQ60","MBH",40,"CT","031_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT","End Face",371.968729272917
"1282",1282,1282,2007-07-02 21:00:00,"MBH40CT032_XQ60","MBH",40,"CT","032_X","XQ60","degC","T COMPR ROT END FACE SCLD VAL","T COMPR ROT","End Face",371.963879860278
"1283",1283,1283,2007-07-02 21:00:00,"MBH40FL001_XQ01","MBH",40,"FL","001_X","XQ01","m","L1 FDW HP OTC","FDW HP OTC","L1",13.4442537295694
"1284",1284,1284,2007-07-02 21:00:00,"MBH40FL002_XQ01","MBH",40,"FL","002_X","XQ01","m","L2 FDW HP OTC","FDW HP OTC","L2",13.4442537295694
"1285",1285,1285,2007-07-02 21:00:00,"MBH40FL901_XQ01","MBH",40,"FL","901_X","XQ01","m","L 2oo3 FDW HP OTC","FDW HP OTC","L2oo3",13.4382636745694
"1286",1286,1286,2007-07-02 21:00:00,"MBH50CT001_XQ60","MBH",50,"CT","001_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING","T1",114.841037951528
"1287",1287,1287,2007-07-02 21:00:00,"MBH50CT002_XQ60","MBH",50,"CT","002_X","XQ60","degC","T AROUND BEAR HOUSING 1 SCLD VAL","T BRG HOUSING","T1",114.320843908194
"1288",1288,1288,2007-07-02 21:00:00,"MBH50CT901_XJ60","MBH",50,"CT","901_X","XJ60","degC","T ARND BRG HOUSING","T BRG HOUSING","T3",114.841048049722
"1289",1289,1289,2007-07-02 22:00:00,"MBD21CY001_XQ60","MBD",21,"CY","001_X","XQ60","um","REL VIB SHAFT CPRSR R","REL VIB SHAFT CPRSR","R",29.395296592125
"1290",1290,1290,2007-07-02 22:00:00,"MBD21CY002_XQ60","MBD",21,"CY","002_X","XQ60","um","REL VIB SHAFT CPRSR L","REL VIB SHAFT CPRSR","L",54.858527962375
"1291",1291,1291,2007-07-02 22:00:00,"MBD22CT002_XQ60","MBD",22,"CT","002_X","XQ60","degC","T THRUST BEAR SIDE 5H SCLD VAL","T THRUST BEAR","5H",77.7829142148333
"1292",1292,1292,2007-07-02 22:00:00,"MBD22CT003_XQ60","MBD",22,"CT","003_X","XQ60","degC","T THRUST BEAR SIDE 8H SCLD VAL","T THRUST BEAR","8H",77.4056740549583
"1293",1293,1293,2007-07-02 22:00:00,"MBD22CT004_XQ60","MBD",22,"CT","004_X","XQ60","degC","T THRUST BEAR SIDE 11H SCLD VAL","T THRUST BEAR","11H",80.7003713184583
"1294",1294,1294,2007-07-02 22:00:00,"MBD22CT005_XQ60","MBD",22,"CT","005_X","XQ60","degC","T THRUST BEAR SIDE 2H SCLD VAL","T THRUST BEAR","2H",79.4314269806944
"1295",1295,1295,2007-07-02 22:00:00,"MBD22CT006_XQ60","MBD",22,"CT","006_X","XQ60","degC","T OPP THRUST BEAR 2H SCLD VAL","T OPP THRUST BEAR","2H",60.97838763125
"1296",1296,1296,2007-07-02 22:00:00,"MBD22CT007_XQ60","MBD",22,"CT","007_X","XQ60","degC","T OPP THRUST BEAR 5H SCLD VAL","T OPP THRUST BEAR","5H",61.5615797784167
"1297",1297,1297,2007-07-02 22:00:00,"MBH40CF100_XQ60","MBH",40,"CF","100_X","XQ60","mbar","F AIR DESP OTC AP","F AIR DESP OTC AP","AP1",211.237442696111
"1298",1298,1298,2007-07-02 22:00:00,"MBH40CP015_XQ60","MBH",40,"CP","015_X","XQ60","mbar","DP QW NOZ HP","DP QW NOZ HP","HP1",319.579490810417
